NAME,S1501_C01_001E: Population 18 to 24 years,S1501_C01_002E: Population 18 to 24 years - Less than high school graduate,S1501_C01_003E: Population 18 to 24 years - High school graduate (includes equivalency),S1501_C01_004E: Population 18 to 24 years - Some college or associate's degree,S1501_C01_005E: Population 18 to 24 years - Bachelor's degree or higher,S1501_C01_006E: Population 25 years and over,S1501_C01_007E: Population 25 years and over - Less than 9th grade,"S1501_C01_008E: Population 25 years and over - 9th to 12th grade, no diploma",S1501_C01_009E: Population 25 years and over - High school graduate (includes equivalency),"S1501_C01_010E: Population 25 years and over - Some college, no degree",S1501_C01_011E: Population 25 years and over - Associate's degree,S1501_C01_012E: Population 25 years and over - Bachelor's degree,S1501_C01_013E: Population 25 years and over - Graduate or professional degree,S1501_C01_014E: Population 25 years and over - High school graduate or higher,S1501_C01_015E: Population 25 years and over - Bachelor's degree or higher,S1501_C01_059E: Population 25 years and over with earnings,S1501_C01_060E: Population 25 years and over with earnings - Less than high school graduate,S1501_C01_061E: Population 25 years and over with earnings - High school graduate (includes equivalency),S1501_C01_062E: Population 25 years and over with earnings - Some college or associate's degree,S1501_C01_063E: Population 25 years and over with earnings - Bachelor's degree,S1501_C01_064E: Population 25 years and over with earnings - Graduate or professional degree,state,county,tract,B01003_001E: Total Population,B11005_001E: Total Households,B11005_002E: Households with one or more people under 18 years,B11005_012E: Family households without people under 18 years,B11005_017E: Nonfamily households without people under 18 years,B06010_002E: No income,B06010_003E: With income,"B06010_004E: $1 to $9,999 or loss","B06010_005E: $10,000 to $14,999","B06010_006E: $15,000 to $24,999","B06010_007E: $25,000 to $34,999","B06010_008E: $35,000 to $49,999","B06010_009E: $50,000 to $64,999","B06010_010E: $65,000 to $74,999","B06010_011E: $75,000 or more",STATEFP,COUNTYFP,TRACTCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Tract & County,WF_Present,lat,long
"Census Tract 1.20, Franklin County, Ohio",48,22,7,19,0,2723,39,24,219,518,170,878,875,2660,1753,61531,40714,30938,37474,78208,90395,39,049,000120,3276,1659,319,494,846,218,2712,275,99,282,183,392,256,207,1018,39.0,49.0,120.0,39049000120.0,Census Tract 1.20,G5020,S,2881574.0,69431.0,40.0510465,-83.0236812,049_000120,49_000120,,49_120,Franklin County,"Census Tract 1.20, Franklin County, Ohio",1.0,40.048944,-83.019288
"Census Tract 2.10, Franklin County, Ohio",89,42,13,25,9,2647,2,23,268,453,212,1024,665,2622,1689,49539,0,24750,43472,46065,69661,39,049,000210,3251,1540,275,482,783,283,2551,176,131,312,296,429,180,173,854,39.0,49.0,210.0,39049000210.0,Census Tract 2.10,G5020,S,1706667.0,7613.0,40.0438151,-83.0050977,049_000210,49_000210,,49_210,Franklin County,"Census Tract 2.10, Franklin County, Ohio",1.0,40.044605,-83.009635
"Census Tract 2.20, Franklin County, Ohio",67,9,11,37,10,3283,11,33,115,291,264,1302,1267,3239,2569,65121,0,40125,30875,65938,81094,39,049,000220,4013,1796,416,931,449,138,3290,329,295,263,265,309,389,172,1268,39.0,49.0,220.0,39049000220.0,Census Tract 2.20,G5020,S,1945308.0,10295.0,40.0368621,-83.0142253,049_000220,49_000220,,49_220,Franklin County,"Census Tract 2.20, Franklin County, Ohio",1.0,40.036982,-83.011414
"Census Tract 3.10, Franklin County, Ohio",203,19,67,101,16,2241,51,287,739,428,194,298,244,1903,542,29362,24817,20707,34375,32120,37256,39,049,000310,3156,1299,354,330,615,196,2314,357,320,463,307,441,208,27,191,39.0,49.0,310.0,39049000310.0,Census Tract 3.10,G5020,S,1844268.0,284.0,40.0361932,-82.9938588,049_000310,49_000310,,49_310,Franklin County,"Census Tract 3.10, Franklin County, Ohio",1.0,40.037233,-82.993608
"Census Tract 3.20, Franklin County, Ohio",204,0,172,0,32,2222,56,275,840,506,111,283,151,1891,434,31568,24244,30962,27007,46790,41396,39,049,000320,2979,1179,336,392,451,385,2144,431,172,256,594,344,192,131,24,39.0,49.0,320.0,39049000320.0,Census Tract 3.20,G5020,S,1275684.0,0.0,40.0381592,-82.983421,049_000320,49_000320,,49_320,Franklin County,"Census Tract 3.20, Franklin County, Ohio",1.0,40.038159,-82.983421
"Census Tract 3.30, Franklin County, Ohio",134,29,57,48,0,1982,278,315,755,329,114,127,64,1389,191,26604,16309,29006,27679,43167,0,39,049,000330,2715,1028,273,283,472,408,1786,448,238,450,192,284,110,35,29,39.0,49.0,330.0,39049000330.0,Census Tract 3.30,G5020,S,795831.0,0.0,40.027872,-82.9858867,049_000330,49_000330,,49_330,Franklin County,"Census Tract 3.30, Franklin County, Ohio",1.0,40.027872,-82.985887
"Census Tract 4.10, Franklin County, Ohio",179,9,9,16,145,1835,0,38,154,235,103,840,465,1797,1305,49966,0,41467,42759,48958,63162,39,049,000410,2378,1101,210,194,697,100,1976,138,47,233,197,451,417,121,372,39.0,49.0,410.0,39049000410.0,Census Tract 4.10,G5020,S,774459.0,21835.0,40.0294365,-83.0180693,049_000410,49_000410,,49_410,Franklin County,"Census Tract 4.10, Franklin County, Ohio",1.0,40.029008,-83.019583
"Census Tract 4.20, Franklin County, Ohio",110,35,25,44,6,2854,0,146,353,294,131,1155,775,2708,1930,51321,0,28882,42366,51967,73750,39,049,000420,3577,1578,411,497,670,114,2881,260,166,157,381,571,371,209,766,39.0,49.0,420.0,39049000420.0,Census Tract 4.20,G5020,S,1464554.0,1775.0,40.0276643,-83.0062521,049_000420,49_000420,,49_420,Franklin County,"Census Tract 4.20, Franklin County, Ohio",1.0,40.028824,-83.006211
"Census Tract 5, Franklin County, Ohio",319,0,52,144,123,3436,34,1,440,265,200,1464,1032,3401,2496,37279,0,26580,39971,35515,50612,39,049,000500,4447,1985,342,462,1181,259,3515,252,165,660,750,517,445,133,593,39.0,49.0,500.0,39049000500.0,Census Tract 5,G5020,S,1262282.0,48380.0,40.0208195,-83.0082107,049_000500,49_000500,,49_500,Franklin County,"Census Tract 5, Franklin County, Ohio",1.0,40.021416,-83.008576
"Census Tract 6, Franklin County, Ohio",941,6,75,623,237,2560,8,81,266,389,115,1102,599,2471,1701,37326,0,21683,27475,52279,36106,39,049,000600,3731,1682,195,391,1096,97,3487,628,323,723,473,437,416,192,295,39.0,49.0,600.0,39049000600.0,Census Tract 6,G5020,S,983745.0,12989.0,40.0158852,-83.005991,049_000600,49_000600,,49_600,Franklin County,"Census Tract 6, Franklin County, Ohio",1.0,40.015726,-83.005684
"Census Tract 7.10, Franklin County, Ohio",241,43,75,123,0,2262,64,323,892,505,171,182,125,1875,307,32790,19292,33070,31808,0,46758,39,049,000710,3846,1480,568,410,502,331,2259,319,260,459,453,438,222,34,74,39.0,49.0,710.0,39049000710.0,Census Tract 7.10,G5020,S,1309785.0,335.0,40.0192278,-82.9890673,049_000710,49_000710,,49_710,Franklin County,"Census Tract 7.10, Franklin County, Ohio",1.0,40.019254,-82.989021
"Census Tract 317, Fairfield County, Ohio",451,74,300,69,8,2475,75,309,1213,561,196,113,8,2091,121,25197,2499,22159,29006,38750,0,39,045,031700,3767,1455,524,342,589,198,2793,421,654,588,519,359,157,85,10,,,,,,,,,,,,,,,,,,,,
"Census Tract 7.20, Franklin County, Ohio",239,56,103,73,7,1575,112,349,555,410,78,33,38,1114,71,20972,20903,19107,25257,21000,0,39,049,000720,2667,1024,379,245,400,337,1613,557,222,332,170,179,75,28,50,39.0,49.0,720.0,39049000720.0,Census Tract 7.20,G5020,S,2186623.0,761.0,40.0051367,-82.9867232,049_000720,49_000720,,49_720,Franklin County,"Census Tract 7.20, Franklin County, Ohio",1.0,40.008008,-82.987189
"Census Tract 7.30, Franklin County, Ohio",166,44,81,41,0,2393,196,408,877,562,96,193,61,1789,254,14679,18576,10741,0,0,0,39,049,000730,3949,1318,494,367,457,402,2225,818,493,300,263,200,97,28,26,39.0,49.0,730.0,39049000730.0,Census Tract 7.30,G5020,S,1043115.0,0.0,40.0050784,-82.9736686,049_000730,49_000730,,49_730,Franklin County,"Census Tract 7.30, Franklin County, Ohio",1.0,40.005078,-82.973669
"Census Tract 8.10, Franklin County, Ohio",244,109,0,93,42,1938,19,351,700,487,131,177,73,1568,250,27414,0,21772,26441,32206,31116,39,049,000810,2928,1180,373,232,575,380,1856,361,253,283,351,277,198,46,87,39.0,49.0,810.0,39049000810.0,Census Tract 8.10,G5020,S,994312.0,0.0,40.0265433,-82.9761993,049_000810,49_000810,,49_810,Franklin County,"Census Tract 8.10, Franklin County, Ohio",1.0,40.026543,-82.976199
"Census Tract 8.20, Franklin County, Ohio",54,14,26,8,6,2342,133,291,875,487,163,320,73,1918,393,33478,32708,34037,31276,41944,69750,39,049,000820,3191,1427,506,367,554,269,2368,401,261,508,411,273,150,257,107,39.0,49.0,820.0,39049000820.0,Census Tract 8.20,G5020,S,1447167.0,730.0,40.0257183,-82.9631919,049_000820,49_000820,,49_820,Franklin County,"Census Tract 8.20, Franklin County, Ohio",1.0,40.025616,-82.963897
"Census Tract 9.10, Franklin County, Ohio",421,62,165,162,32,2319,80,450,1026,498,121,96,48,1789,144,18125,20054,15136,25238,41042,0,39,049,000910,3696,1276,413,269,594,295,2570,698,454,572,318,316,106,45,61,39.0,49.0,910.0,39049000910.0,Census Tract 9.10,G5020,S,1282531.0,3900.0,40.016241,-82.9733326,049_000910,49_000910,,49_910,Franklin County,"Census Tract 9.10, Franklin County, Ohio",1.0,40.015991,-82.974139
"Census Tract 9.20, Franklin County, Ohio",292,50,71,171,0,1256,87,381,435,249,27,70,7,788,77,25672,24886,30994,24300,24125,0,39,049,000920,2396,672,282,237,153,572,1157,321,168,231,208,178,25,7,19,39.0,49.0,920.0,39049000920.0,Census Tract 9.20,G5020,S,915394.0,0.0,40.0163281,-82.9626311,049_000920,49_000920,,49_920,Franklin County,"Census Tract 9.20, Franklin County, Ohio",1.0,40.016328,-82.962631
"Census Tract 10, Franklin County, Ohio",3050,28,349,2316,357,2508,0,35,174,504,292,948,555,2473,1503,30135,0,54500,23275,31200,33125,39,049,001000,5650,1984,66,305,1613,461,5097,1739,567,1098,678,279,362,98,276,39.0,49.0,1000.0,39049001000.0,Census Tract 10,G5020,S,894063.0,0.0,40.0096836,-83.003164,049_001000,49_001000,,49_1000,Franklin County,"Census Tract 10, Franklin County, Ohio",1.0,40.009684,-83.003164
"Census Tract 11.10, Franklin County, Ohio",2362,0,411,1640,311,540,0,19,79,98,36,167,141,521,308,22921,0,28988,0,22948,0,39,049,001110,2912,920,0,82,838,360,2552,1418,397,352,146,92,97,30,20,39.0,49.0,1110.0,39049001110.0,Census Tract 11.10,G5020,S,529338.0,19421.0,40.0088799,-83.0166255,049_001110,49_001110,,49_1110,Franklin County,"Census Tract 11.10, Franklin County, Ohio",1.0,40.00913,-83.014394
"Census Tract 11.21, Franklin County, Ohio",10145,0,1427,8697,21,165,0,0,2,35,0,59,69,165,128,16389,0,0,10197,16389,32670,39,049,001121,10373,47,0,0,47,1829,8544,7859,326,198,129,11,21,0,0,39.0,49.0,1121.0,39049001121.0,Census Tract 11.21,G5020,S,900552.0,2724.0,39.9989392,-83.0125017,049_001121,49_001121,,49_1121,Franklin County,"Census Tract 11.21, Franklin County, Ohio",1.0,40.000465,-83.012316
"Census Tract 11.22, Franklin County, Ohio",2321,0,259,1876,186,602,2,0,33,69,12,214,272,600,486,28654,0,0,0,29615,39773,39,049,001122,3000,582,70,127,385,674,2265,1528,123,210,76,99,79,13,137,39.0,49.0,1122.0,39049001122.0,Census Tract 11.22,G5020,S,6058732.0,209776.0,40.0077762,-83.0327659,049_001122,49_001122,,49_1122,Franklin County,"Census Tract 11.22, Franklin County, Ohio",1.0,40.006586,-83.032042
"Census Tract 9166, Huron County, Ohio",463,36,276,137,14,3052,68,412,1437,582,284,169,100,2572,269,36497,18688,36706,37893,46023,61154,39,077,916600,4557,1727,617,663,447,521,3103,545,283,643,343,501,425,91,272,,,,,,,,,,,,,,,,,,,,
"Census Tract 9572, Jackson County, Ohio",397,30,187,180,0,3075,203,397,1449,482,228,217,99,2475,316,47175,15891,61440,37901,50111,95481,39,079,957200,4938,1998,752,652,594,515,3199,681,392,694,282,305,360,272,213,,,,,,,,,,,,,,,,,,,,
"Census Tract 9573, Jackson County, Ohio",196,12,105,70,9,2531,209,355,1014,458,264,174,57,1967,231,37764,38017,32438,43056,42543,62292,39,079,957300,3557,1572,403,527,642,435,2424,356,252,394,501,475,197,105,144,,,,,,,,,,,,,,,,,,,,
"Census Tract 9574, Jackson County, Ohio",356,43,168,145,0,3652,197,230,1482,551,578,484,130,3225,614,40255,23088,24974,41819,37042,61932,39,079,957400,5315,1963,647,895,421,451,3806,610,502,795,408,712,414,76,289,,,,,,,,,,,,,,,,,,,,
"Census Tract 9575, Jackson County, Ohio",575,56,412,107,0,4115,79,226,1782,847,405,545,231,3810,776,33629,26188,31223,27120,54175,60243,39,079,957500,5755,2531,694,1017,820,247,4516,814,501,858,652,667,603,142,279,,,,,,,,,,,,,,,,,,,,
"Census Tract 9576, Jackson County, Ohio",299,32,159,108,0,1794,45,149,942,268,196,134,60,1600,194,31739,0,29438,31466,47857,0,39,079,957600,2691,1061,325,294,442,276,1942,269,391,309,349,334,88,15,187,,,,,,,,,,,,,,,,,,,,
"Census Tract 9577, Jackson County, Ohio",243,18,143,75,7,3530,159,143,1798,541,344,260,285,3228,545,37201,22350,35952,35000,44250,66144,39,079,957700,5053,1962,693,781,488,548,3546,480,378,806,396,807,297,113,269,,,,,,,,,,,,,,,,,,,,
"Census Tract 9578, Jackson County, Ohio",404,143,173,74,14,3594,365,272,1614,406,307,457,173,2957,630,37491,53085,25236,40469,76288,67143,39,079,957800,5131,1884,635,868,381,546,3599,614,344,642,559,512,288,94,546,,,,,,,,,,,,,,,,,,,,
"Census Tract 2, Jefferson County, Ohio",1703,28,506,1156,13,1411,118,220,558,259,73,36,147,1073,183,16190,11389,15707,14556,45781,16609,39,081,000200,3288,1095,83,115,897,501,2704,1665,419,327,99,163,10,0,21,,,,,,,,,,,,,,,,,,,,
"Census Tract 4, Jefferson County, Ohio",461,94,150,164,53,1652,37,122,584,207,212,256,234,1493,490,21284,18162,17500,31250,21397,33355,39,081,000400,2711,966,339,168,459,346,1848,688,127,438,252,193,100,17,33,,,,,,,,,,,,,,,,,,,,
"Census Tract 6, Jefferson County, Ohio",83,15,33,11,24,1801,0,94,755,333,164,327,128,1707,455,47250,0,34420,40357,57404,66458,39,081,000600,2187,1102,160,435,507,86,1846,234,186,348,306,172,255,139,206,,,,,,,,,,,,,,,,,,,,
"Census Tract 10, Jefferson County, Ohio",208,0,58,126,24,1955,77,71,843,283,174,277,230,1807,507,23235,0,22917,28750,48558,16333,39,081,001000,2317,1074,97,546,431,138,2058,392,213,411,299,256,179,136,172,,,,,,,,,,,,,,,,,,,,
"Census Tract 12, Jefferson County, Ohio",333,80,58,126,69,3353,77,253,1199,506,536,470,312,3023,782,46627,0,48307,44500,47194,0,39,081,001200,4823,2004,645,723,636,419,3545,446,428,527,485,640,433,131,455,,,,,,,,,,,,,,,,,,,,
"Census Tract 13, Jefferson County, Ohio",75,0,64,11,0,911,45,150,499,138,6,35,38,716,73,30625,0,33702,18589,0,140125,39,081,001300,1285,543,125,196,222,205,808,187,149,119,114,45,79,38,77,,,,,,,,,,,,,,,,,,,,
"Census Tract 14, Jefferson County, Ohio",131,0,81,43,7,2667,41,59,881,494,337,475,380,2567,855,36912,0,30630,37500,46711,46323,39,081,001400,3399,1575,379,493,703,326,2601,302,278,311,448,737,231,96,198,,,,,,,,,,,,,,,,,,,,
"Census Tract 110, Jefferson County, Ohio",211,15,146,25,25,1200,16,75,626,185,162,124,12,1109,136,35250,0,27969,34438,76250,0,39,081,011000,1785,719,226,339,154,230,1269,316,145,141,200,157,124,17,169,,,,,,,,,,,,,,,,,,,,
"Census Tract 111, Jefferson County, Ohio",203,18,128,57,0,2040,78,197,1147,216,222,144,36,1765,180,31366,0,31301,32475,0,48250,39,081,011100,2786,1167,266,499,402,316,1987,388,170,376,409,225,153,42,224,,,,,,,,,,,,,,,,,,,,
"Census Tract 112, Jefferson County, Ohio",73,34,32,7,0,1717,22,183,761,233,241,192,85,1512,277,39861,13333,22250,45787,0,0,39,081,011200,2317,1068,212,296,560,226,1639,351,252,345,114,252,93,42,190,,,,,,,,,,,,,,,,,,,,
"Census Tract 113, Jefferson County, Ohio",95,26,28,41,0,1712,40,58,713,337,234,282,48,1614,330,31423,0,31071,30858,44940,0,39,081,011300,2464,1020,308,287,425,315,1619,149,202,254,312,285,186,113,118,,,,,,,,,,,,,,,,,,,,
"Census Tract 114.01, Jefferson County, Ohio",256,61,97,83,15,2842,80,175,1228,424,473,232,230,2587,462,33327,43702,25944,32788,42154,59444,39,081,011401,3772,1622,352,763,507,392,2858,501,265,430,581,393,261,64,363,,,,,,,,,,,,,,,,,,,,
"Census Tract 114.02, Jefferson County, Ohio",339,21,190,81,47,2886,29,178,1401,617,337,261,63,2679,324,32112,32313,28184,35484,44891,67222,39,081,011402,3833,1599,372,762,465,369,2961,549,248,569,437,503,273,130,252,,,,,,,,,,,,,,,,,,,,
"Census Tract 115, Jefferson County, Ohio",253,20,115,47,71,3659,72,164,1658,664,554,424,123,3423,547,46806,0,43100,43160,49946,73125,39,081,011500,4958,1933,514,1003,416,504,3610,624,337,578,393,539,302,297,540,,,,,,,,,,,,,,,,,,,,
"Census Tract 117, Jefferson County, Ohio",371,71,174,87,39,3167,29,153,1155,602,515,527,186,2985,713,37780,27885,29526,39816,43684,50250,39,081,011700,4398,1834,387,872,575,337,3261,547,195,554,427,641,333,125,439,,,,,,,,,,,,,,,,,,,,
"Census Tract 118, Jefferson County, Ohio",281,37,137,95,12,2550,6,159,997,566,295,421,106,2385,527,35223,0,45851,30250,40450,38750,39,081,011800,3456,1545,439,615,491,341,2645,464,184,552,421,417,214,128,265,,,,,,,,,,,,,,,,,,,,
"Census Tract 119, Jefferson County, Ohio",262,21,97,109,35,2504,47,123,1257,647,243,153,34,2334,187,34423,0,23000,36108,36303,72692,39,081,011900,3490,1380,336,696,348,578,2326,418,241,520,337,392,159,83,176,,,,,,,,,,,,,,,,,,,,
"Census Tract 120, Jefferson County, Ohio",254,28,75,136,15,2242,59,124,1264,368,195,143,89,2059,232,31723,0,31625,28147,56667,77625,39,081,012000,3049,1274,329,542,403,326,2273,384,291,501,395,223,120,93,266,,,,,,,,,,,,,,,,,,,,
"Census Tract 121, Jefferson County, Ohio",117,4,92,19,2,2002,15,95,936,395,254,146,161,1892,307,39353,0,35658,55781,36563,65278,39,081,012100,2649,1071,320,452,299,292,1952,301,238,326,281,270,219,91,226,,,,,,,,,,,,,,,,,,,,
"Census Tract 122, Jefferson County, Ohio",98,7,20,37,34,1437,11,82,790,251,134,97,72,1344,169,36250,21786,40982,28571,38750,60469,39,081,012200,1849,817,163,394,260,152,1401,191,141,346,183,197,157,57,129,,,,,,,,,,,,,,,,,,,,
"Census Tract 123, Jefferson County, Ohio",121,15,41,52,13,1655,53,120,721,340,198,150,73,1482,223,29552,0,26146,34250,35833,41250,39,081,012300,2243,1015,227,352,436,194,1653,246,196,354,240,299,158,39,121,,,,,,,,,,,,,,,,,,,,
"Census Tract 124, Jefferson County, Ohio",261,20,174,51,16,1727,68,151,738,333,156,137,144,1508,281,24931,13906,19063,18906,46181,83519,39,081,012400,2884,1118,366,349,403,405,1708,509,250,284,164,273,77,27,124,,,,,,,,,,,,,,,,,,,,
"Census Tract 67, Knox County, Ohio",430,108,159,114,49,3119,218,166,1469,501,279,350,136,2735,486,33818,0,31087,32356,45906,51029,39,083,006700,5337,1794,609,653,532,547,3256,512,400,474,580,544,437,113,196,,,,,,,,,,,,,,,,,,,,
"Census Tract 68.01, Knox County, Ohio",240,8,189,43,0,4373,23,79,1497,968,633,738,435,4271,1173,45950,0,40750,47036,56837,33603,39,083,006801,5668,2231,673,1039,519,307,4489,543,410,650,422,706,924,230,604,,,,,,,,,,,,,,,,,,,,
"Census Tract 68.02, Knox County, Ohio",287,39,117,131,0,3193,236,89,1139,950,227,435,117,2868,552,37969,42411,38043,31502,49567,68262,39,083,006802,4638,1733,587,813,333,519,3150,338,303,615,401,598,248,298,349,,,,,,,,,,,,,,,,,,,,
"Census Tract 69, Knox County, Ohio",368,46,122,182,18,3656,144,176,1193,1064,319,518,242,3336,760,40496,0,31538,44808,33000,36492,39,083,006900,5160,2109,636,844,629,391,3835,587,300,562,504,886,537,139,320,,,,,,,,,,,,,,,,,,,,
"Census Tract 70, Knox County, Ohio",154,15,51,88,0,2286,34,56,863,560,175,447,151,2196,598,47460,0,35000,43512,78464,58875,39,083,007000,3224,1144,350,629,165,260,2289,330,192,329,374,391,208,115,350,,,,,,,,,,,,,,,,,,,,
"Census Tract 71, Knox County, Ohio",420,26,247,147,0,2203,88,263,927,478,167,207,73,1852,280,30091,24688,31082,21827,60987,0,39,083,007100,3565,1489,482,421,586,257,2522,652,264,436,487,257,203,74,149,,,,,,,,,,,,,,,,,,,,
"Census Tract 72, Knox County, Ohio",283,41,103,85,54,3409,185,127,1389,606,128,530,444,3097,974,33523,16800,27292,34172,37315,51875,39,083,007200,4821,1951,643,525,783,327,3484,610,306,811,450,459,544,84,220,,,,,,,,,,,,,,,,,,,,
"Census Tract 73.01, Knox County, Ohio",1743,9,457,1241,36,1169,5,6,348,188,61,254,307,1158,561,51039,0,26964,48641,36354,64519,39,083,007301,3210,693,104,247,342,277,2725,1623,124,143,123,203,170,74,265,,,,,,,,,,,,,,,,,,,,
"Census Tract 73.02, Knox County, Ohio",117,18,51,48,0,2834,197,120,981,477,197,696,166,2517,862,37392,0,41621,48265,36423,0,39,083,007302,3523,1450,422,590,438,236,2838,328,363,452,302,754,193,49,397,,,,,,,,,,,,,,,,,,,,
"Census Tract 74, Knox County, Ohio",539,124,117,167,131,3866,197,212,1791,891,250,325,200,3457,525,48721,20455,48049,50368,58750,53375,39,083,007400,6198,2239,890,859,490,543,4112,547,367,733,602,461,830,186,386,,,,,,,,,,,,,,,,,,,,
"Census Tract 75, Knox County, Ohio",1186,38,275,829,44,2218,80,68,697,526,216,357,274,2070,631,28792,21944,24700,22695,28021,74583,39,083,007500,4161,1250,475,394,381,341,3275,1181,307,480,475,342,193,96,201,,,,,,,,,,,,,,,,,,,,
"Census Tract 76, Knox County, Ohio",711,88,278,176,169,3537,125,266,1600,635,219,413,279,3146,692,33307,17917,30403,32850,35878,76339,39,083,007600,5186,2226,525,985,716,394,4209,1170,345,577,775,647,263,126,306,,,,,,,,,,,,,,,,,,,,
"Census Tract 77.01, Knox County, Ohio",294,25,146,123,0,2375,53,110,894,646,245,306,121,2212,427,48236,16950,40625,55962,54115,60385,39,083,007701,3407,1383,423,503,457,207,2597,323,247,374,358,424,276,295,300,,,,,,,,,,,,,,,,,,,,
"Census Tract 77.02, Knox County, Ohio",310,0,128,137,45,2380,17,29,1002,432,249,551,100,2334,651,51471,0,56818,48638,41442,74211,39,083,007702,3678,1335,478,344,513,181,2616,341,224,180,245,435,364,149,678,,,,,,,,,,,,,,,,,,,,
"Census Tract 2001, Lake County, Ohio",149,0,46,103,0,1402,43,72,398,270,132,321,166,1287,487,43977,0,30411,41389,72250,51071,39,085,200100,1784,932,131,312,489,127,1491,155,89,297,253,181,100,66,350,,,,,,,,,,,,,,,,,,,,
"Census Tract 2002, Lake County, Ohio",142,0,72,52,18,1833,44,106,625,650,246,98,64,1683,162,38222,31607,39934,36412,45521,0,39,085,200200,2441,1160,316,278,566,73,1934,211,133,340,347,472,103,192,136,,,,,,,,,,,,,,,,,,,,
"Census Tract 2003, Lake County, Ohio",170,9,61,96,4,2285,11,131,720,726,185,344,168,2143,512,40811,0,29141,38807,51607,81000,39,085,200300,3263,1257,409,386,462,286,2329,289,306,327,294,435,347,118,213,,,,,,,,,,,,,,,,,,,,
"Census Tract 1102.01, Montgomery County, Ohio",163,22,89,40,12,3514,56,68,785,733,343,819,710,3390,1529,50699,51250,46875,48750,44235,68750,39,113,110201,4525,1995,483,924,588,363,3553,505,211,408,430,536,352,195,916,,,,,,,,,,,,,,,,,,,,
"Census Tract 1102.02, Montgomery County, Ohio",248,39,108,101,0,2519,79,133,1052,349,133,542,231,2307,773,34470,22000,24438,37276,41354,77000,39,113,110202,3342,1404,358,534,512,220,2568,320,228,535,301,463,292,105,324,,,,,,,,,,,,,,,,,,,,
"Census Tract 1150.02, Montgomery County, Ohio",260,44,79,74,63,2846,54,135,840,764,368,412,273,2657,685,40070,0,34375,39286,42639,80000,39,113,115002,4102,1653,573,546,534,246,2993,484,194,349,453,577,345,135,456,,,,,,,,,,,,,,,,,,,,
"Census Tract 1150.11, Montgomery County, Ohio",442,89,190,163,0,3720,68,300,1361,993,233,635,130,3352,765,42613,0,37004,43843,54429,49688,39,113,115011,5113,2518,510,676,1332,414,3873,510,327,448,545,1062,405,117,459,,,,,,,,,,,,,,,,,,,,
"Census Tract 1150.12, Montgomery County, Ohio",725,85,117,296,227,3482,53,76,914,822,535,667,415,3353,1082,51530,0,43397,47335,84141,85144,39,113,115012,5436,2145,677,714,754,353,4078,362,469,656,347,473,412,208,1151,,,,,,,,,,,,,,,,,,,,
"Census Tract 1201.01, Montgomery County, Ohio",210,0,100,53,57,3824,39,116,725,904,556,945,539,3669,1484,43546,25393,43601,32316,65436,47528,39,113,120101,4994,2128,501,1125,502,275,3862,284,284,283,678,695,668,279,691,,,,,,,,,,,,,,,,,,,,
"Census Tract 1201.02, Montgomery County, Ohio",228,56,74,75,23,3370,51,135,653,706,448,862,515,3184,1377,46995,35000,50250,39974,44659,76429,39,113,120102,4847,1764,621,733,410,330,3436,473,197,440,409,643,327,181,766,,,,,,,,,,,,,,,,,,,,
"Census Tract 1201.03, Montgomery County, Ohio",86,16,9,61,0,2196,98,229,661,455,258,411,84,1869,495,39219,36336,24132,34797,49315,77303,39,113,120103,3017,1284,408,351,525,269,2227,365,231,436,174,458,198,86,279,,,,,,,,,,,,,,,,,,,,
"Census Tract 1250, Montgomery County, Ohio",395,38,168,171,18,4370,12,210,1845,1171,350,467,315,4148,782,38294,45341,35875,33216,60446,80000,39,113,125000,6313,2584,850,854,880,378,4690,631,405,579,736,723,920,132,564,,,,,,,,,,,,,,,,,,,,
"Census Tract 1251.02, Montgomery County, Ohio",319,74,105,109,31,4370,29,204,1396,1021,598,734,388,4137,1122,38316,0,34688,38395,38036,41888,39,113,125102,6001,2857,625,934,1298,343,4471,531,530,700,662,957,530,246,315,,,,,,,,,,,,,,,,,,,,
"Census Tract 1251.03, Montgomery County, Ohio",183,6,70,88,19,2095,14,28,570,485,232,582,184,2053,766,44688,0,32161,39565,57625,55294,39,113,125103,2793,1303,315,512,476,131,2258,285,124,273,303,503,201,125,444,,,,,,,,,,,,,,,,,,,,
"Census Tract 1251.04, Montgomery County, Ohio",359,54,143,132,30,3281,41,101,988,685,378,535,553,3139,1088,54549,0,43701,45357,70847,75023,39,113,125104,4920,1771,564,628,579,267,3483,585,184,387,477,418,373,250,809,,,,,,,,,,,,,,,,,,,,
"Census Tract 1301.01, Montgomery County, Ohio",205,41,104,60,0,1901,16,101,647,495,281,224,137,1784,361,33188,23182,24255,35216,63542,113750,39,113,130101,2608,1047,258,548,241,266,1942,285,161,309,336,308,195,95,253,,,,,,,,,,,,,,,,,,,,
"Census Tract 1301.02, Montgomery County, Ohio",210,27,96,87,0,4737,28,275,1711,1099,521,868,235,4434,1103,42029,14085,38879,38039,62702,55435,39,113,130102,6268,2841,761,1004,1076,370,4701,599,325,745,661,997,513,332,529,,,,,,,,,,,,,,,,,,,,
